codigo1;descricao1;codigo2;descricao2;codigo3;descricao3;codigo4;descricao4;est_atend;Un_med;Un_con;Fator;Est_aqui;Capacidade;Ciclo;Velocidade;Acessorios
PRP126;SUPERPRO;BT0063;SUPERPRO;C153101;LUMIPRO HS ACABAMENTO ACRILICO 1X4X1LT;;;;;;1;;;;;
PRP126;SUPERPRO;BT0063;SUPERPRO;C15320;CERA ALTO TRANSITO SUPER BRILHO 1X2;;;;;;1;;;;;
PRP126;SUPERPRO;BT0063;SUPERPRO;C153201;ACABAMENTO ACRIL ALTO TRANS LUMI S 1X4X1;;;;;;1;;;;;
PRP126;SUPERPRO;BT0063;SUPERPRO;C15330;LIMPADOR E RESTAURADOR DE BRILHO 1X2;;;;;;1;;;;;
PRP126;SUPERPRO;BT0063;SUPERPRO;C153301;PRO RESTAURADOR LIMP E RESTAURADOR DE AC;;;;;;1;;;;;
PRP126;SUPERPRO;BT0063;SUPERPRO;C15400;LIMPA VIDROS MULTIUSO CONCENTRADO 1X3;;;;;;1;;;;;
PRP126;SUPERPRO;BT0063;SUPERPRO;C15500;DESENGORDURANTE DESENGRAXANTE 1X3;;;;;;1;;;;;
PRP126;SUPERPRO;BT0063;SUPERPRO;C15510;LIMPA CHAPAS 8X1LT;;;;;;1;;;;;
PRP126;SUPERPRO;BT0063;SUPERPRO;C15800;ACABAMENTO ACRILICO LUMI PRO 1X2;;;;;;1;;;;;
PRP126;SUPERPRO;BT0063;SUPERPRO;C15810;ACABAMENTO ACRILICO LUMI PRO HS 1X2;;;;;;1;;;;;
PRP126;SUPERPRO;BT0063;SUPERPRO;C15820;ACABAMENTO ACRILICO LUMISUPER 1X2;;;;;;1;;;;;
PRP126;SUPERPRO;BT0063;SUPERPRO;C15830;RESTAURADOR DE ACAB AC PRORESTAURADOR1X2;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0063;SUPERPRO;C18008BR;SACO LIXO PLASTICO SUPERPRO 8L BR 1X100;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0063;SUPERPRO;C18040PR;SACO LIXO PLASTICO SUPERPRO 40L 1X100;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0063;SUPERPRO;C18060PR;SACO LIXO PLASTICO SUPERPRO 60L 4X25;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0063;SUPERPRO;C18100PR;SACO LIXO PLASTICO SUPERPRO 100L 1X100;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0063;SUPERPRO;C18105PR;SACO LIXO PLASTICO SUPERPRO 105L 10x10;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0063;SUPERPRO;C18150PR;SACO LIXO PLASTICO SUPERPRO 150L 1X100;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0063;SUPERPRO;C18200PR;SACO LIXO PLASTICO SUPERPRO 200L 1X50;;;;;;1;;;;;
PRP025;ESPONJAS;BT0063;SUPERPRO;C5035PS;DISCO NYLON ECOPRO PS MARROM 350MM 1X10;;;;;;1;;;;;
PRP025;ESPONJAS;BT0063;SUPERPRO;C5041PS;DISCO NYLON ECOPRO PS MARROM 410MM 1X10;;;;;;1;;;;;
PRP025;ESPONJAS;BT0063;SUPERPRO;C5051PS;DISCO NYLON ECOPRO PS MARROM 510MM 1X10;;;;;;1;;;;;
PRP126;SUPERPRO;BT0063;SUPERPRO;C8042;SABAO EM PASTA BRILHUS 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9001;VASSOURA CASA E RUA PRO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9001C;VASSOURA CASA E RUA PRO C/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9001CE;VASSOURA CASA E RUA PRO C/CABO 1X12;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0063;SUPERPRO;C9003C;VASSOURA VARRY 1000 PRO C/CABO 1X12;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0063;SUPERPRO;C9003CE;VASSOURA VARRY 1000 PRO C/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C900450E;ESCOVAO - 1 X 12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9004AM;VASSOURA 40CM S/CABO AMARELA 1x12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9004AZ;VASSOURA 40CM S/CABO AZUL 1x12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9004D;VASSOURA RETA 40CM S/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9004DE;VASSOURA RETA 40CM S/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9004VD;VASSOURA 40CM S/CABO VERDE 1x12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9004VR;VASSOURA 40CM S/CABO VERMELHA 1x12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C900550E;ESCOVAO - 1 X 12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9005AM;VASSOURA RIGIDA 40CM S/CABO AMARELA 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9005AZ;VASSOURA RIGIDA 40CM S/CABO AZUL 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9005D;VASSOURA RIGIDA 40 CM S/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9005DE;VASSOURA RIGIDA 40 CM S/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9005VD;VASSOURA RIGIDA 40CM S/CABO VERDE 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9005VR;VASSOURA RIGIDA 40CM S/CABO VERMELHA1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C900612E;PEGA FORTE SUPERPRO;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9006C;VASSOURA ESCOVAO C/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9006CE;VASSOURA ESCOVAO C/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9007;VASSOURAO GARI CERDAS RIGIDA S/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C900750E;VASSOURAO GARI CERDAS RIGIDAS EXPORTACAO;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9007E;VASSOURAO GARI CERDAS RIGIDA S/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9008C;VASSOURA ANGULAR C/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9008CE;VASSOURA ANGULAR C/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9009C;VASS.ANGULAR PEQUENA C/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9009CE;VASS.ANGULAR PEQUENA C/CABO 1X12;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9010;CABO DE CHAPA DE ACO 150CM C/ROSCA 1X12;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9010E;CABO DE CHAPA DE ACO 150CM C/ROSCA 1X12;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9012;CABO CHAPA DE ACO 130CM C/ROSCA 1X12;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9012E;CABO CHAPA DE ACO 130CM C/ ROSCA 1X12;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9013;76151CABO ALUMINIO 150CM C/PRESILHA 1X6;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9013E;CABO DE ALUMINIO 150CM C/ PRESILHA 1X6;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9014;CABO ALUMINIO 150CM 1X6;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9014E;CABO ALUMINIO 1,50 M;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9015;CABO CHAPA DE ACO 120CM C/ROSCA 1X12;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9016;CABO CHAPA DE ACO 85CM C/ROSCA 1X6;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9019;CABO ALUMINIO 150CM C/ROSCA 1X6;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9019E;CABO ALUMINIO 150CM C/ROSCA 1X6;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9020AZ;CABO CHAPA MULTIUSO AZ 1400MM 1X12;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9020LR;CABO CHAPA MULTIUSO LR 1400MM 1X12;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9020VD;CABO CHAPA MULTIUSO VD 1400MM 1X12;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9020VR;CABO CHAPA MULTIUSO VR 1400MM 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9021C;VASSOURA SUPER TUPY C/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9021CE;VASSOURA SUPER TUPY C/CABO 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9025;RODO LIMPA VIDROS 40 CM;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9029C;VASSOURA PLASTICA SLIM SUPERPRO 1X15;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9030C;VASSOURAS PLASTICA SLIM PISOS 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9031C;VASSOURA PLASTICA SLIM RUA 1X15;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9032;CABO EXTENSOR CHAPA ACO 2 METROS 1X6;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9032E;CABO EXTENSOR CHAPA ACO 2 METROS 1X6;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9033;CABO EXTENSOR CHAPA ACO 3 METROS 1X6;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9033E;CABO EXTENSOR CHAPA ACO 3 METROS 1X6;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9043;CABO CHAPA DE ACO P/URNA 1X12;;;;;;1;;;;;
PRP077;CABOS;BT0063;SUPERPRO;C9044;CABO CHAPA DE ACO P/ URNA 1,670M - 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9050;RODO ALUM. 50CM BORR. SIMPLES S/CABO 1X6;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C90502;REFIL BORRACHA RODO ALUMINIO 70 CM;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C90502E;REFIL BORRACHA RODO ALUMINIO 70 CM - 6X6;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C90503;REFIL BORRACHA RODO ALUMINIO 50 CM;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C90503E;REFIL BORRACHA RODO ALUMINIO 50 CM - 6X6;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9050E;RODO ALUMINIO 50CM BORR. SIMPLES;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9051C;RODO PLAST.30CM BORR.SIMPLES C/CABO 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9051CE;RODO PLASTICO BORRACHA SIMPLES 30 CM;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9052C;RODO PLAST.40CM BORR.SIMPLES C/CABO 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9052CE;RODO PLASTICO BORRACHA SIMPLES 40 CM;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9053C;RODO PUSH 30CM BORR.DUPLA C/CABO 1X15;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9053CE;RODO PLASTICO BORRACHA DUPLA 30 CM;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9054C;RODO PUSH 40CM BORR.DUPLA C/CABO 1X15;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9054CE;RODO PLAST. BORRACHA DUPLA 40 CM;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9056;RODO ALUMINIO 50CM BORR.DUPLA S/CABO 1X6;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9056E;RODO ALUMINIO 50CM BORR. DUPLA;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9057;RODO ALUM.70CM BORR.IMPLES S/CABO-1X6;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9057E;RODO ALUMINIO 70CM BORR. SIMPLES;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9058;RODO ALUM. 70CM BORR.DUPLA S/CABO 1X6;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9058E;RODO ALUMINIO 70CM BORR. DUPLA;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9062;RODO LIMPA VIDRO 35 CM - 1 X 1;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9063AM;VASSOURA RIGIDA 60CM S/CABO AMARELA 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9063AZ;VASSOURA RIGIDA 60CM S/CABO AZUL 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9063D;VASSOURA RIGIDA 60 CM S/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9063VD;VASSOURA RIGIDA 60CM S/CABO VERDE 1x12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9063VR;VASSOURA RIGIDA 60CM S/CABO VERMELHA1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9064AM;VASSOURA MACIA 60CM S/CABO AMARELA 1x12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9064AZ;VASSOURA MACIA 60CM S/CABO AZUL 1x12;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0063;SUPERPRO;C9064D;VASSOURA CERDAS MACIAS 60 CM S/CABO 1X12;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0063;SUPERPRO;C9064DE;VASSOURA CERDAS MACIAS 60 CM CX C/ 12;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0063;SUPERPRO;C9064VD;VASSOURA MACIA 60CM S/CABO VERDE 1x12;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0063;SUPERPRO;C9064VR;VASSOURA MACIA 60CM S/CABO VERMELHA 1X1;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9069D;VASSOURA PIACA 30 CM C/C 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9069DE;VASSOURA PIACA  30 CM  CX C/12 UNID;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;C9070D;VASSOURA PIACA 40 CM S/C 1X12;;;;;;1;;;;;
PRP003;BALDES;BT0063;SUPERPRO;C9076E;CJ BALDE/ESPREMEDOR 25LT VERTICAL 1X1;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9108AM;MOP UMIDO P CORTADA 300GR PAVIO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9108AZ;MOP UMIDO P CORTADA 300GR AZUL 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9108P;MOP UMIDO P.CORTADA 340GR PAVIO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9108PE;MOP UMIDO P.CORTADA 340GR PAVIO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9108VD;MOP UMIDO P CORTADA 300GR VERDE 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9108VR;MOP UMIDO P CORTADA 300GR VERMELHO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9109AM;MOP UMIDO P CORTADA 340GR AMARELO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9109AZ;MOP UMIDO P CORTADA 340GR AZUL 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9109P;MOP UMIDO P.CORTADA 390GR PAVIO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9109VD;MOP UMIDO P CORTADA 340GR VERDE 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9109VR;MOP UMIDO P. CORTADA 340GR VERMELHO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9110PE;MOP UMIDO PONTA DOBRADA 340GR PAVIO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9111;MOP UMIDO PONTA DOBRADA 390GR 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9111PE;MOP UMIDO PONTA DOBRADA 390GR PAVIO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9113E;MOP UMIDO PONTA CORTADA 390GR - 1 X 12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9114E;MOP UMIDO PONTA DOBRADA 340GR CZ 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9115E;MOP UMIDO PONTA DOBRADA 390GR CZ 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9116P;MOP UMIDO PONTA CORTADA 260GR PAVIO-1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9117AM;MINI MOP ALGODAO PAVIO BRANCO 1X12 AM;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9117AZ;MINI MOP ALGODAO PAVIO BRANCO 1X12 AZ;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9117P;REFIL ZIGZAG MINI-MOP ALG. PAVIO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9117PE;REFIL ZIGZAG MINI-MOP ALG. PAVIO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9117VD;MINI MOP ALGODAO PAVIO BRANCO 1X12 VD;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9117VR;MINI MOP ALGODAO PAVIO BRANCO 1X12 VR;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9118;REFIL ZIGZAG MINI-MOP SINTETICO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9118E;REFIL ZIGZAG MINI-MOP SINTETICO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9119;REFIL ZIGZAG MINI-MOP MESCLA 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9120;MOP FRANJADO ALGODAO 48X15CM 1X1;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9121;MOP FRANJADO MICRO-FIBRA 45X10CM 1X1;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9122;MOP MICROFIBRA 40X10CM 1X1;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9123;MOP MICROFIBRA C/VELCRO 45X15CM 1X1;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9124;MOP MICROFIBRA C/VELCRO 44X14CM 1X1;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9125;MOP MICROFIBRA C/VELCRO 45X14CM 1X1;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9137T;ESCOVA BETTAJEANS MUTIUSO OVAL 1X36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9137TE;ESCOVA BETTAJEANS MUTIUSO OVAL 1X36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9138T;ESCOVA USO GERAL - 1 X 36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9138TE;ESCOVA USO GERAL - 1 X 36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9139;ESCOVA PARA AZULEJOS E CANTOS - 1 X 12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9139E;ESCOVA P/AZULEJOS E CANTINHOS;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9140;ESCOVA SANITARIA PURPIC S/SUPORTE 1X36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9141;ESCOVA VASSOURITA 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9141E;ESCOVA VASSOURITA 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9142;ESCOVA ESPANADEIRA VARREMESA 1X6;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9142E;ESCOVA ESPANADEIRA VARREMESA - 1 X 12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9143;ESCOVA PURPIC COM SUPORTE 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9144;ESCOVA ESFREGONA PRO 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9144E;ESCOVA ESFREGONA PRO 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9145;ESCOVA MULTIUSO CABO LONGO - 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9145AZ;ESCOVA MULTIUSO LONGO ALCANCE AZUL-1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9146;ESCOVA PURPIC PETALAS SUPERPRO-1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9148;ESCOVA MULTIUSO - 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9148AZ;ESCOVA MULTIUSO AZUL - 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0063;SUPERPRO;C9150;ESCOVA MULTIUSO SUPERPRO 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9151C;RODO PLASTICO SLIM 40CM DUPLO 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9152;RODO PLAST.50CM BORR.SIMPLES C/CABO 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;C9154;RODO PUSH 50CM BORR.DUPLA C/ CABO 1X15;;;;;;1;;;;;
PRP126;SUPERPRO;BT0063;SUPERPRO;C9160RD;RODA DIANTEIRA CARRO MULTIFUNCIONAL;;;;;;1;;;;;
PRP126;SUPERPRO;BT0063;SUPERPRO;C9160TPE;TAMPA PLASTICA CARRO FUNCIONAL - 1X1;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9200E;CONJUNTO MOP PO 60CM - 1X12;;;;;;1;;;;;
PRP046;PANOS;BT0063;SUPERPRO;C9202E;PANO SEK LIMPATUDO EM DISPLAY 1X60;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9203;MOP PO SINTETICO 30CM 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9203E;MOP PO SINTETICO 30CM 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9205;MOP PO SINTETICO 40CM 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9205E;MOP PO SINTETICO 40CM 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9207;MOP PO SINTETICO 60CM 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9207E;MOP PO SINTETICO 60CM EXPORTACAO;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9209;MOP PO SINTETICO 80CM 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9209E;MOP PO SINTETICO 80CM EXPOTACAO;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9211;REFIL ZIGZAG ESFREBOM 30CM 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9211E;REFIL ZIGZAG ESFREBOM 30CM 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9212;REFIL ZIGZAG LA 30CM 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9212E;REFIL ZIGZAG LA 30CM 1X12;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9213;PRENSA PLASTICA P/MOP ROLO 1X1;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9214;ARMACAO METALICA P/MOP PO 40CM 1X6;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9214E;ARMACAO METALICA P/MOP PO 360 G;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9215;ARMACAO METALICA P/MOP PO 60CM 1X6;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9216;ARMACAO METALICA P/MOP PO 80CM 1X6;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9216E;ARMACAO METALICA P/MOP PO 470 G;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9217;SUPORTE PLAST P/MOP REF 9122 1X1;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9219;SUPORTE BORR P/MOP VDM4087 1X1;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9220;SUPORTE PLASTICO P/MOP PO 30CM 1X6;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9220E;SUPORTE PLASTICO P/ MOP PO 30CM- 1 X6;;;;;;1;;;;;
PRP138;MOP;BT0063;SUPERPRO;C9221;SUPORTE PLAST. C/VELCRO VDM7033 1X1;;;;;;1;;;;;
